kind,path,size_bytes,size_readable
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\__pycache__,892,892 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\types\__pycache__,701,701 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\_libs\__pycache__,701,701 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__,689,689 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\indexers\__pycache__,583,583 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\sparse\__pycache__,574,574 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\backends\__pycache__,573,573 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\httptools\__pycache__,566,566 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\interchange\__pycache__,494,494 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\__pycache__,473,473 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\testing\plugin\__pycache__,466,466 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\char\__pycache__,307,307 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\strings\__pycache__,305,305 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\rec\__pycache__,301,301 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\decrepit\__pycache__,268,268 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\__pycache__,239,239 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\America\North_Dakota\__pycache__,214,214 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\__pycache__,211,211 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\America\Kentucky\__pycache__,210,210 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\__pycache__,209,209 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\bindings\__pycache__,206,206 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\__pycache__,204,204 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Australia\__pycache__,203,203 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Atlantic\__pycache__,202,202 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\random\tests\data\__pycache__,201,201 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\America\__pycache__,201,201 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Pacific\__pycache__,201,201 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\includes\libexslt\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\cyextension\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Africa\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Arctic\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Brazil\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Canada\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Europe\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Indian\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Mexico\__pycache__,200,200 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\includes\extlibs\__pycache__,199,199 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\includes\libxslt\__pycache__,199,199 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Chile\__pycache__,199,199 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\includes\libxml\__pycache__,198,198 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\tseries\__pycache__,198,198 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Asia\__pycache__,198,198 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\_libs\window\__pycache__,197,197 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\Etc\__pycache__,197,197 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\US\__pycache__,196,196 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\greenlet\platform\__pycache__,195,195 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\tzdata\zoneinfo\__pycache__,193,193 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\includes\__pycache__,191,191 B
